C:\Users\athud\Data Science\Capstone self driving project\IMG\center_2025_04_26_15_11_38_539.jpg, C:\Users\athud\Data Science\Capstone self driving project\IMG\left_2025_04_26_15_11_38_539.jpg, C:\Users\athud\Data Science\Capstone self driving project\IMG\right_2025_04_26_15_11_38_539.jpg, 0, 0, 0, 7.796851E-05
C:\Users\athud\Data Science\Capstone self driving project\IMG\center_2025_04_26_15_11_38_651.jpg, C:\Users\athud\Data Science\Capstone self driving project\IMG\left_2025_04_26_15_11_38_651.jpg, C:\Users\athud\Data Science\Capstone self driving project\IMG\right_2025_04_26_15_11_38_651.jpg, 0, 0, 0, 7.80206E-05
C:\Users\athud\Data Science\Capstone self driving project\IMG\center_2025_04_26_15_11_38_764.jpg, C:\Users\athud\Data Science\Capstone self driving project\IMG\left_2025_04_26_15_11_38_764.jpg, C:\Users\athud\Data Science\Capstone self driving project\IMG\right_2025_04_26_15_11_38_764.jpg, 0, 0, 0, 7.796395E-05
C:\Users\athud\Data Science\Capstone self driving project\IMG\center_2025_04_26_15_11_38_866.jpg, C:\Users\athud\Data Science\Capstone self driving project\IMG\left_2025_04_26_15_11_38_866.jpg, C:\Users\athud\Data Science\Capstone self driving project\IMG\right_2025_04_26_15_11_38_866.jpg, 0, 0, 0, 7.803747E-05
C:\Users\athud\Data Science\Capstone self driving project\IMG\center_2025_04_26_15_11_38_972.jpg, C:\Users\athud\Data Science\Capstone self driving project\IMG\left_2025_04_26_15_11_38_972.jpg, C:\Users\athud\Data Science\Capstone self driving project\IMG\right_2025_04_26_15_11_38_972.jpg, 0, 0, 0, 8.373187E-05
C:\Users\athud\Data Science\Capstone self driving project\IMG\center_2025_04_26_15_11_39_075.jpg, C:\Users\athud\Data Science\Capstone self driving project\IMG\left_2025_04_26_15_11_39_075.jpg, C:\Users\athud\Data Science\Capstone self driving project\IMG\right_2025_04_26_15_11_39_075.jpg, 0, 0, 0, 7.842435E-05
C:\Users\athud\Data Science\Capstone self driving project\IMG\center_2025_04_26_15_11_39_184.jpg, C:\Users\athud\Data Science\Capstone self driving project\IMG\left_2025_04_26_15_11_39_184.jpg, C:\Users\athud\Data Science\Capstone self driving project\IMG\right_2025_04_26_15_11_39_184.jpg, 0, 0, 0, 7.792847E-05
C:\Users\athud\Data Science\Capstone self driving project\IMG\center_2025_04_26_15_11_39_292.jpg, C:\Users\athud\Data Science\Capstone self driving project\IMG\left_2025_04_26_15_11_39_292.jpg, C:\Users\athud\Data Science\Capstone self driving project\IMG\right_2025_04_26_15_11_39_292.jpg, 0, 0, 0, 7.875429E-05
C:\Users\athud\Data Science\Capstone self driving project\IMG\center_2025_04_26_15_11_39_398.jpg, C:\Users\athud\Data Science\Capstone self driving project\IMG\left_2025_04_26_15_11_39_398.jpg, C:\Users\athud\Data Science\Capstone self driving project\IMG\right_2025_04_26_15_11_39_398.jpg, 0, 0, 0, 7.846165E-05
C:\Users\athud\Data Science\Capstone self driving project\IMG\center_2025_04_26_15_11_39_503.jpg, C:\Users\athud\Data Science\Capstone self driving project\IMG\left_2025_04_26_15_11_39_503.jpg, C:\Users\athud\Data Science\Capstone self driving project\IMG\right_2025_04_26_15_11_39_503.jpg, 0, 0, 0, 7.800758E-05
C:\Users\athud\Data Science\Capstone self driving project\IMG\center_2025_04_26_15_11_39_610.jpg, C:\Users\athud\Data Science\Capstone self driving project\IMG\left_2025_04_26_15_11_39_610.jpg, C:\Users\athud\Data Science\Capstone self driving project\IMG\right_2025_04_26_15_11_39_610.jpg, 0, 0, 0, 7.784434E-05
C:\Users\athud\Data Science\Capstone self driving project\IMG\center_2025_04_26_15_11_39_709.jpg, C:\Users\athud\Data Science\Capstone self driving project\IMG\left_2025_04_26_15_11_39_709.jpg, C:\Users\athud\Data Science\Capstone self driving project\IMG\right_2025_04_26_15_11_39_709.jpg, 0, 0, 0, 7.798345E-05
C:\Users\athud\Data Science\Capstone self driving project\IMG\center_2025_04_26_15_11_39_819.jpg, C:\Users\athud\Data Science\Capstone self driving project\IMG\left_2025_04_26_15_11_39_819.jpg, C:\Users\athud\Data Science\Capstone self driving project\IMG\right_2025_04_26_15_11_39_819.jpg, 0, 0, 0, 7.850364E-05
C:\Users\athud\Data Science\Capstone self driving project\IMG\center_2025_04_26_15_11_39_928.jpg, C:\Users\athud\Data Science\Capstone self driving project\IMG\left_2025_04_26_15_11_39_928.jpg, C:\Users\athud\Data Science\Capstone self driving project\IMG\right_2025_04_26_15_11_39_928.jpg, 0, 0, 0, 7.846369E-05
C:\Users\athud\Data Science\Capstone self driving project\IMG\center_2025_04_26_15_11_40_038.jpg, C:\Users\athud\Data Science\Capstone self driving project\IMG\left_2025_04_26_15_11_40_038.jpg, C:\Users\athud\Data Science\Capstone self driving project\IMG\right_2025_04_26_15_11_40_038.jpg, 0, 0, 0, 7.908057E-05
C:\Users\athud\Data Science\Capstone self driving project\IMG\center_2025_04_26_15_11_40_153.jpg, C:\Users\athud\Data Science\Capstone self driving project\IMG\left_2025_04_26_15_11_40_153.jpg, C:\Users\athud\Data Science\Capstone self driving project\IMG\right_2025_04_26_15_11_40_153.jpg, 0, 0, 0, 7.83452E-05
C:\Users\athud\Data Science\Capstone self driving project\IMG\center_2025_04_26_15_11_40_266.jpg, C:\Users\athud\Data Science\Capstone self driving project\IMG\left_2025_04_26_15_11_40_266.jpg, C:\Users\athud\Data Science\Capstone self driving project\IMG\right_2025_04_26_15_11_40_266.jpg, 0, 0, 0, 7.791718E-05
